PARCEL,ABSTRPRD,BOOK,PAGE,RECNUM,SPRICE,DEDUCT,NETPRICE,SYEAR,SMONTH,SDAY,QUALIFIED,VERIFIED,STATUS,DISQLCD,TASP,PROPFLAG,TAXAREA,SCHDIST,CURRLND,CDISLND,IMCURRP,CURRTOT,SalesRatio,USETYPE
R0049532,4147.0,,,704750,25000,0,25000,2018,2,15,U,Y,V,642.0,25000.0,Agricultural,10,RE-1 SCHOOL DIST,23970,23970,0,23970,0.9588,AGRICULTURE
R0013445,4147.0,,,744956,317500,0,317500,2021,11,1,U,Y,V,20.0,317500.0,Agricultural,30,RE-2 SCHOOL DIST,1211,1211,0,1211,0.003814173228346457,AGRICULTURE
R0001203,4147.0,,,708875,820000,0,820000,2018,7,25,U,Y,I,642.0,820000.0,Agricultural,10,RE-1 SCHOOL DIST,766,766,0,766,0.0009341463414634147,AGRICULTURE
R0003128,4147.0,,,708875,820000,0,820000,2018,7,25,U,Y,I,642.0,820000.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,4.268292682926829e-05,AGRICULTURE
R0003428,4147.0,,,708875,820000,0,820000,2018,7,25,U,Y,I,642.0,820000.0,Agricultural,10,RE-1 SCHOOL DIST,38,38,0,38,4.634146341463415e-05,AGRICULTURE
R0004136,4147.0,,,708875,820000,0,820000,2018,7,25,U,Y,I,642.0,820000.0,Agricultural,10,RE-1 SCHOOL DIST,35,35,0,35,4.268292682926829e-05,AGRICULTURE
R0003047,4147.0,,,748350,70750,0,70750,2022,3,2,U,Y,V,20.0,70750.0,Agricultural,10,RE-1 SCHOOL DIST,99804,99804,0,99804,1.4106572438162543,AGRICULTURE
R0053340,4147.0,,,748350,70750,0,70750,2022,3,2,U,Y,V,20.0,70750.0,Agricultural,10,RE-1 SCHOOL DIST,9923,9923,0,9923,0.14025441696113075,AGRICULTURE
R0019056,4147.0,,,728500,100,0,100,2020,8,18,U,Y,V,977.0,100.0,Agricultural,39,RE-2 SCHOOL DIST,2185,2185,0,2185,21.85,AGRICULTURE
R0054436,4147.0,,,728500,100,0,100,2020,8,18,U,Y,V,977.0,100.0,Agricultural,39,RE-2 SCHOOL DIST,643465,643465,0,643465,6434.65,AGRICULTURE
R0053808,4147.0,,,720206,145000,0,145000,2019,10,15,U,Y,V,20.0,145000.0,Agricultural,10,RE-1 SCHOOL DIST,1588,1588,0,1588,0.010951724137931034,AGRICULTURE
R0002246,4147.0,,,712611,35000,0,35000,2018,12,17,U,Y,V,20.0,35000.0,Agricultural,10,RE-1 SCHOOL DIST,218,218,0,218,0.006228571428571429,AGRICULTURE
R0003009,4147.0,,,729881,29900,0,29900,2020,9,21,U,Y,V,20.0,29900.0,Agricultural,10,RE-1 SCHOOL DIST,163,163,0,163,0.005451505016722408,AGRICULTURE
R0003057,4147.0,,,751943,120000,0,120000,2022,6,28,U,Y,V,20.0,120000.0,Agricultural,10,RE-1 SCHOOL DIST,111844,111844,0,111844,0.9320333333333334,AGRICULTURE
R0045652,4147.0,,,752091,31000,0,31000,2022,6,30,U,Y,V,20.0,31000.0,Agricultural,10,RE-1 SCHOOL DIST,56,56,0,56,0.0018064516129032257,AGRICULTURE
R0053808,4147.0,,,742846,330000,0,330000,2021,9,13,U,Y,V,20.0,330000.0,Agricultural,10,RE-1 SCHOOL DIST,1588,1588,0,1588,0.004812121212121212,AGRICULTURE
R0002827,4147.0,,,723314,160000,0,160000,2020,2,12,U,Y,V,20.0,160000.0,Agricultural,10,RE-1 SCHOOL DIST,260310,260310,0,260310,1.6269375,AGRICULTURE
R0003048,4147.0,,,709266,30000,0,30000,2018,8,1,U,Y,V,20.0,30000.0,Agricultural,10,RE-1 SCHOOL DIST,150,150,0,150,0.005,AGRICULTURE
R0014295,4147.0,,,700752,135000,0,135000,2017,9,7,U,Y,V,20.0,135000.0,Agricultural,30,RE-2 SCHOOL DIST,1059,1059,0,1059,0.007844444444444444,AGRICULTURE
R0057039,4147.0,,,721698,200000,0,200000,2019,12,9,U,Y,V,20.0,200000.0,Agricultural,30,RE-2 SCHOOL DIST,3155922,3155922,0,3155922,15.77961,AGRICULTURE
R0002758,4147.0,,,721812,485000,330,484670,2019,12,10,U,Y,I,642.0,484670.0,Agricultural,10,RE-1 SCHOOL DIST,89,89,0,89,0.00018363009883013185,AGRICULTURE
R0003374,4147.0,,,721812,485000,330,484670,2019,12,10,U,Y,I,642.0,484670.0,Agricultural,10,RE-1 SCHOOL DIST,384,384,370919,371303,0.766094456021623,AGRICULTURE
R0057049,4147.0,,,721812,485000,330,484670,2019,12,10,U,Y,I,642.0,484670.0,Agricultural,10,RE-1 SCHOOL DIST,217,217,0,217,0.0004477273196195349,AGRICULTURE
R0004251,4147.0,,,743525,100000,0,100000,2021,10,5,U,Y,V,20.0,100000.0,Agricultural,10,RE-1 SCHOOL DIST,117429,117429,0,117429,1.17429,AGRICULTURE
R0004251,4147.0,,,726623,1500,0,1500,2019,12,19,U,Y,V,983.0,1500.0,Agricultural,10,RE-1 SCHOOL DIST,117429,117429,0,117429,78.286,AGRICULTURE
R0057096,4147.0,,,725122,305000,0,305000,2020,5,1,U,Y,I,68.0,305000.0,Ag Residential,30,RE-2 SCHOOL DIST,147218,147218,560578,707796,2.3206426229508197,AGRICULTURE
R0002460,4147.0,,,734579,30000,0,30000,2021,2,2,U,Y,V,64.0,30000.0,Agricultural,10,RE-1 SCHOOL DIST,72318,72318,0,72318,2.4106,AGRICULTURE
R0003391,4147.0,,,734579,30000,0,30000,2021,2,2,U,Y,V,64.0,30000.0,Agricultural,10,RE-1 SCHOOL DIST,39656,39656,0,39656,1.3218666666666667,AGRICULTURE
R0004691,100.0,,,721493,19000,0,19000,2019,12,3,U,Y,V,64.0,19000.0,Vacant Land,14,RE-1 SCHOOL DIST,21342,21342,0,21342,1.1232631578947367,VACANT LAND
R0005422,100.0,,,721493,19000,0,19000,2019,12,3,U,Y,V,64.0,19000.0,Vacant Land,14,RE-1 SCHOOL DIST,21342,21342,0,21342,1.1232631578947367,VACANT LAND
R0008873,100.0,,,751311,10446,0,10446,2022,6,8,U,Y,V,985.0,10446.0,Vacant Land,13,RE-1 SCHOOL DIST,20310,20310,0,20310,1.9442848937392303,VACANT LAND
R0024988,100.0,,,751577,13000,0,13000,2022,6,16,Q,Y,V,,13000.0,Vacant Land,40,RE-1 SCHOOL DIST,16463,16463,0,16463,1.2663846153846154,VACANT LAND
R0007548,100.0,,,706912,18000,0,18000,2018,5,17,Q,Y,V,,34380.0,Vacant Land,13,RE-1 SCHOOL DIST,30206,30206,0,30206,0.8785922047702153,VACANT LAND
R0004997,100.0,,,707221,5000,0,5000,2018,5,31,U,Y,V,103.0,5000.0,Vacant Land,14,RE-1 SCHOOL DIST,19413,19413,454262,473675,94.735,VACANT LAND
R0006531,100.0,,,713134,9000,0,9000,2019,1,9,U,Y,V,983.0,9000.0,Vacant Land,13,RE-1 SCHOOL DIST,26822,26822,0,26822,2.9802222222222223,VACANT LAND
R0005322,100.0,,,714431,12000,0,12000,2019,3,20,U,Y,V,64.0,12000.0,Vacant Land,14,RE-1 SCHOOL DIST,16147,16147,0,16147,1.3455833333333334,VACANT LAND
R0016226,100.0,,,714431,12000,0,12000,2019,3,20,U,Y,V,64.0,12000.0,Vacant Land,37,RE-2 SCHOOL DIST,17193,17193,0,17193,1.43275,VACANT LAND
R0014252,100.0,,,714568,36500,0,36500,2019,3,25,U,Y,V,,66430.0,Vacant Land,19,RE-2 SCHOOL DIST,66527,66527,474041,540568,8.137407797681771,VACANT LAND
R0004955,100.0,,,717873,12000,0,12000,2019,7,25,U,Y,V,73.0,12000.0,Vacant Land,14,RE-1 SCHOOL DIST,21342,21342,574887,596229,49.68575,VACANT LAND
R0016940,100.0,,,718301,45000,0,45000,2019,8,8,U,Y,I,64.0,45000.0,Vacant Land,37,RE-2 SCHOOL DIST,21804,21804,1379,23183,0.5151777777777777,VACANT LAND
R0016941,100.0,,,718301,45000,0,45000,2019,8,8,U,Y,I,64.0,45000.0,Vacant Land,37,RE-2 SCHOOL DIST,21804,21804,0,21804,0.4845333333333333,VACANT LAND
R0006672,100.0,,,718669,242500,0,242500,2019,8,23,U,Y,I,64.0,242500.0,Vacant Land,13,RE-1 SCHOOL DIST,18025,18025,0,18025,0.07432989690721649,VACANT LAND
R0019566,100.0,,,702302,102,0,102,2017,10,19,U,Y,V,1.0,102.0,Vacant Land,40,RE-1 SCHOOL DIST,27372,27372,0,27372,268.3529411764706,VACANT LAND
R0019407,100.0,,,702745,190000,0,190000,2017,11,27,U,Y,I,64.0,190000.0,Vacant Land,40,RE-1 SCHOOL DIST,15783,15783,0,15783,0.08306842105263158,VACANT LAND
R0014666,100.0,,,743197,10000,0,10000,2021,9,11,U,Y,V,64.0,10000.0,Vacant Land,37,RE-2 SCHOOL DIST,17358,17358,0,17358,1.7358,VACANT LAND
R0014667,100.0,,,743197,10000,0,10000,2021,9,11,U,Y,V,64.0,10000.0,Vacant Land,37,RE-2 SCHOOL DIST,14730,14730,0,14730,1.473,VACANT LAND
R0007632,100.0,,,743709,51000,0,51000,2021,10,12,Q,Y,V,681.0,61200.0,Vacant Land,13,RE-1 SCHOOL DIST,36799,36799,0,36799,0.6012908496732026,VACANT LAND
R0013707,100.0,,,728351,55000,0,55000,2020,8,12,Q,Y,V,,86900.0,Vacant Land,30,RE-2 SCHOOL DIST,64409,64409,0,64409,0.7411852704257768,VACANT LAND
R0007512,100.0,,,704786,25000,0,25000,2018,2,22,U,Y,V,661.0,25000.0,Vacant Land,13,RE-1 SCHOOL DIST,30206,30206,674,30880,1.2352,VACANT LAND
R0013949,100.0,,,704945,39900,0,39900,2018,2,28,U,Y,V,17.0,42294.0,Vacant Land,30,RE-2 SCHOOL DIST,50295,50295,684319,734614,17.369224949165368,VACANT LAND
R0006242,100.0,,,705104,17000,0,17000,2018,3,6,U,Y,V,73.0,17000.0,Vacant Land,14,RE-1 SCHOOL DIST,52645,52645,394308,446953,26.29135294117647,VACANT LAND
R0008513,100.0,,,705344,5000,0,5000,2018,3,16,U,Y,V,70.0,5250.0,Vacant Land,13,RE-1 SCHOOL DIST,37612,37612,0,37612,7.164190476190476,VACANT LAND
R0008353,100.0,,,705405,6000,0,6000,2018,2,26,Q,Y,V,74.0,13320.0,Vacant Land,13,RE-1 SCHOOL DIST,11964,11964,0,11964,0.8981981981981982,VACANT LAND
R0006834,100.0,,,747194,26000,0,26000,2022,1,21,U,Y,V,985.0,26000.0,Vacant Land,13,RE-1 SCHOOL DIST,53957,53957,0,53957,2.075269230769231,VACANT LAND
R0005083,100.0,,,747200,20000,0,20000,2019,4,16,Q,N,V,989.0,50200.0,Vacant Land,14,RE-1 SCHOOL DIST,53018,53018,0,53018,1.0561354581673308,VACANT LAND
R0012469,100.0,,,715126,242700,0,242700,2019,4,19,U,Y,I,64.0,242700.0,Vacant Land,37,RE-2 SCHOOL DIST,38038,38038,0,38038,0.15672847136382365,VACANT LAND
R0013376,100.0,,,715220,10500,0,10500,2019,4,24,U,Y,V,985.0,10500.0,Vacant Land,37,RE-2 SCHOOL DIST,55934,55934,0,55934,5.327047619047619,VACANT LAND
R0046235,100.0,,,719807,75500,0,75500,2019,9,30,U,Y,V,103.0,75500.0,Vacant Land,19,RE-2 SCHOOL DIST,68857,68857,591558,660415,8.747218543046358,VACANT LAND
R0011335,100.0,,,719920,3500,0,3500,2019,10,7,U,Y,V,975.0,3220.0,Vacant Land,29,RE-2 SCHOOL DIST,13196,13196,0,13196,4.098136645962733,VACANT LAND
R0015301,100.0,,,720007,100,0,100,2019,6,20,U,Y,V,1.0,100.0,Vacant Land,30,RE-2 SCHOOL DIST,6127,6127,0,6127,61.27,VACANT LAND
R0006831,100.0,,,720103,35000,0,35000,2019,10,11,Q,Y,V,,61600.0,Vacant Land,13,RE-1 SCHOOL DIST,61796,61796,0,61796,1.0031818181818182,VACANT LAND
R0008422,100.0,,,729252,17000,0,17000,2020,9,2,U,Y,V,73.0,17000.0,Vacant Land,13,RE-1 SCHOOL DIST,22771,22771,500620,523391,30.78770588235294,VACANT LAND
R0011768,100.0,,,716250,40000,0,40000,2019,5,29,Q,Y,V,975.0,72400.0,Vacant Land,37,RE-2 SCHOOL DIST,88278,88278,0,88278,1.2193093922651934,VACANT LAND
R0002059,100.0,,,716614,32600,0,32600,2019,6,10,Q,Y,V,,58680.0,Vacant Land,10,RE-1 SCHOOL DIST,46845,46845,0,46845,0.7983128834355828,VACANT LAND
R0017067,100.0,,,716642,20000,0,20000,2019,6,5,U,Y,V,17.0,20000.0,Vacant Land,31,RE-2 SCHOOL DIST,53130,53130,0,53130,2.6565,VACANT LAND
R0005894,100.0,,,716754,49900,0,49900,2019,6,13,Q,Y,V,,89820.0,Vacant Land,14,RE-1 SCHOOL DIST,94845,94845,0,94845,1.055945223780895,VACANT LAND
R0010653,100.0,,,712060,50000,0,50000,2018,11,30,U,Y,V,73.0,97500.0,Vacant Land,29,RE-2 SCHOOL DIST,88146,88146,665263,753409,7.727271794871795,VACANT LAND
R0012482,100.0,,,712121,9500,0,9500,2018,11,28,Q,Y,V,,17670.0,Vacant Land,37,RE-2 SCHOOL DIST,22460,22460,0,22460,1.2710809281267685,VACANT LAND
R0001918,100.0,,,712437,4000,0,4000,2018,12,14,Q,Y,V,,8880.0,Vacant Land,10,RE-1 SCHOOL DIST,14261,14261,0,14261,1.6059684684684685,VACANT LAND
R0056247,100.0,,,699707,89500,0,89500,2017,8,1,U,Y,V,73.0,89500.0,Vacant Land,60,RE-2 SCHOOL DIST,113562,113562,756649,870211,9.723027932960894,VACANT LAND
R0009925,100.0,,,699728,5000,0,5000,2017,8,3,Q,Y,V,,9950.0,Vacant Land,22,RE-2 SCHOOL DIST,9359,9359,0,9359,0.9406030150753769,VACANT LAND
R0011365,100.0,,,700454,310000,0,310000,2017,8,30,U,Y,I,64.0,310000.0,Vacant Land,29,RE-2 SCHOOL DIST,10624,10624,0,10624,0.034270967741935485,VACANT LAND
R0049512,100.0,,,700628,5500,0,5500,2017,9,1,U,Y,V,103.0,5500.0,Vacant Land,14,RE-1 SCHOOL DIST,21880,21880,0,21880,3.978181818181818,VACANT LAND
R0002184,100.0,,,700705,30000,0,30000,2017,9,8,U,Y,V,64.0,30000.0,Vacant Land,10,RE-1 SCHOOL DIST,8745,8745,0,8745,0.2915,VACANT LAND
R0002200,100.0,,,700705,30000,0,30000,2017,9,8,U,Y,V,64.0,30000.0,Vacant Land,10,RE-1 SCHOOL DIST,21044,21044,0,21044,0.7014666666666667,VACANT LAND
R0020372,100.0,,,700705,30000,0,30000,2017,9,8,U,Y,V,64.0,30000.0,Vacant Land,40,RE-1 SCHOOL DIST,2763,2763,0,2763,0.0921,VACANT LAND
R0020263,1112.0,,,699180,101500,0,101500,2017,7,14,Q,Y,I,,123830.0,Residential,40,RE-1 SCHOOL DIST,8741,8741,191804,200545,1.6195186949850602,RESIDENTIAL
R0042946,1112.0,,,740489,261000,0,261000,2021,7,9,Q,Y,I,,323640.0,Residential,40,RE-1 SCHOOL DIST,21656,21656,292617,314273,0.9710573476702509,RESIDENTIAL
R0057241,510.0,,,740559,245000,0,245000,2021,7,14,U,Y,V,64.0,245000.0,Vacant Land,10,RE-1 SCHOOL DIST,15552,15552,0,15552,0.06347755102040817,VACANT LAND
R0012245,1112.0,,,740918,319000,0,319000,2021,7,15,Q,Y,I,68.0,370040.0,Residential,37,RE-2 SCHOOL DIST,55850,55850,301374,357224,0.9653659063884985,RESIDENTIAL
R0019058,1112.0,,,723366,489900,0,489900,2020,2,18,U,Y,I,17.0,499698.0,Residential,39,RE-2 SCHOOL DIST,274363,274363,458889,733252,1.467390303743461,RESIDENTIAL
R0004567,1112.0,,,723684,424000,0,424000,2020,2,28,Q,Y,I,,636000.0,Residential,10,RE-1 SCHOOL DIST,193678,193678,439636,633314,0.9957767295597484,RESIDENTIAL
R0016872,1112.0,,,723844,343500,0,343500,2020,3,6,Q,Y,I,,511815.0,Residential,37,RE-2 SCHOOL DIST,20745,20745,507396,528141,1.0318982444828697,RESIDENTIAL
R0013669,1112.0,,,724653,400000,0,400000,2020,4,9,Q,Y,I,,592000.0,Residential,30,RE-2 SCHOOL DIST,86457,86457,622542,708999,1.197633445945946,RESIDENTIAL
R0054674,1112.0,,,724659,465000,0,465000,2020,4,10,Q,Y,I,,674250.0,Residential,60,RE-2 SCHOOL DIST,171655,171655,449110,620765,0.9206748238783834,RESIDENTIAL
R0022143,1112.0,,,739187,375000,0,375000,2021,6,7,Q,Y,I,,438750.0,Residential,60,RE-2 SCHOOL DIST,61909,61909,343398,405307,0.9237766381766381,RESIDENTIAL
R0015615,1112.0,,,739260,520000,0,520000,2021,6,8,Q,Y,I,66.0,613600.0,Residential,30,RE-2 SCHOOL DIST,26016,26016,517405,543421,0.885627444589309,RESIDENTIAL
R0013355,1112.0,,,730682,425000,0,425000,2020,9,18,Q,Y,I,681.0,590750.0,Residential,37,RE-2 SCHOOL DIST,77636,77636,507028,584664,0.9896978417266187,RESIDENTIAL
R0014232,1112.0,,,730695,735000,0,735000,2020,10,13,U,Y,I,983.0,735000.0,Residential,30,RE-2 SCHOOL DIST,75225,75225,790355,865580,1.1776598639455782,RESIDENTIAL
R0054699,1112.0,,,730748,485000,0,485000,2020,10,15,Q,Y,I,681.0,654750.0,Residential,62,RE-2 SCHOOL DIST,39415,39415,626055,665470,1.016372661321115,RESIDENTIAL
R0014232,1112.0,,,731237,735000,0,735000,2020,10,13,Q,Y,I,,999600.0,Residential,30,RE-2 SCHOOL DIST,75225,75225,790355,865580,0.8659263705482193,RESIDENTIAL
R0021488,1112.0,,,731483,354000,0,354000,2020,11,2,U,Y,I,74.0,354000.0,Residential,60,RE-2 SCHOOL DIST,101212,101212,338322,439534,1.2416214689265537,RESIDENTIAL
R0002882,1112.0,,,731741,150000,0,150000,2020,11,9,U,Y,I,18.0,150000.0,Residential,10,RE-1 SCHOOL DIST,124611,124611,206910,331521,2.21014,RESIDENTIAL
R0009431,1112.0,,,739686,405000,0,405000,2021,6,11,Q,Y,I,,477900.0,Residential,13,RE-1 SCHOOL DIST,19208,19208,417503,436711,0.9138125130780498,RESIDENTIAL
R0056379,1112.0,,,739768,450000,0,450000,2021,6,22,Q,Y,I,,526500.0,Residential,60,RE-2 SCHOOL DIST,67178,67178,397537,464715,0.8826495726495727,RESIDENTIAL
R0055046,1112.0,,,739911,171500,0,171500,2021,5,4,U,Y,I,57.0,171500.0,Residential,13,RE-1 SCHOOL DIST,43352,43352,459099,502451,2.9297434402332363,RESIDENTIAL
R0019097,1112.0,,,731909,680000,0,680000,2020,11,12,Q,Y,I,,897600.0,Residential,39,RE-2 SCHOOL DIST,139255,139255,713999,853254,0.9505949197860962,RESIDENTIAL
R0008785,1112.0,,,732683,200000,0,200000,2020,12,3,Q,Y,I,918.0,262000.0,Residential,13,RE-1 SCHOOL DIST,22498,22498,314364,336862,1.2857328244274808,RESIDENTIAL
R0055470,1112.0,,,725350,128000,0,128000,2020,5,12,U,Y,I,64.0,128000.0,Residential,29,RE-2 SCHOOL DIST,11768,11768,233767,245535,1.9182421875,RESIDENTIAL
R0016875,1112.0,,,725865,195000,0,195000,2020,5,29,Q,Y,I,,286650.0,Residential,37,RE-2 SCHOOL DIST,21277,21277,276453,297730,1.0386534100819815,RESIDENTIAL
R0019295,1112.0,,,725867,738000,0,738000,2020,5,29,Q,Y,I,,1084860.0,Residential,39,RE-2 SCHOOL DIST,158002,158002,732891,890893,0.8212055011706579,RESIDENTIAL
R0013096,1112.0,,,725978,405000,0,405000,2020,6,4,Q,Y,I,,591300.0,Residential,30,RE-2 SCHOOL DIST,82590,82590,521915,604505,1.0223321495010993,RESIDENTIAL
R0014689,1112.0,,,726027,155000,0,155000,2020,6,5,U,Y,I,64.0,155000.0,Residential,37,RE-2 SCHOOL DIST,24661,24661,0,24661,0.15910322580645161,RESIDENTIAL
R0014690,1112.0,,,726027,155000,0,155000,2020,6,5,U,Y,I,64.0,155000.0,Residential,37,RE-2 SCHOOL DIST,24367,24367,254425,278792,1.798658064516129,RESIDENTIAL
R0017759,1112.0,,,726202,370000,0,370000,2020,6,11,Q,Y,I,681.0,529100.0,Residential,35,RE-2 SCHOOL DIST,93747,93747,425483,519230,0.9813456813456813,RESIDENTIAL
R0013158,1112.0,,,726275,166000,0,166000,2020,6,15,U,Y,I,918.0,166000.0,Residential,37,RE-2 SCHOOL DIST,80021,80021,444336,524357,3.158777108433735,RESIDENTIAL
R0010847,1112.0,,,726308,320000,0,320000,2020,6,12,Q,Y,I,,457600.0,Residential,29,RE-2 SCHOOL DIST,83927,83927,339334,423261,0.924958479020979,RESIDENTIAL
R0013679,1112.0,,,726356,432710,0,432710,2020,6,16,U,Y,I,681.0,432710.0,Residential,30,RE-2 SCHOOL DIST,89712,89712,554058,643770,1.487763167017171,RESIDENTIAL
R0055961,1112.0,,,727055,1075000,0,1075000,2020,6,30,Q,Y,I,,1537250.0,Residential,60,RE-2 SCHOOL DIST,258492,258492,999363,1257855,0.8182501219710522,RESIDENTIAL
R0027311,1112.0,,,727287,455000,0,455000,2020,7,14,Q,Y,I,,650650.0,Residential,60,RE-2 SCHOOL DIST,102703,102703,513704,616407,0.9473710904480135,RESIDENTIAL
R0044272,1112.0,,,727394,590000,0,590000,2020,6,23,Q,Y,I,,843700.0,Residential,62,RE-2 SCHOOL DIST,127734,127734,809951,937685,1.1113962308877563,RESIDENTIAL
R0013762,1112.0,,,727616,379000,0,379000,2020,7,23,Q,Y,I,,545760.0,Residential,30,RE-2 SCHOOL DIST,69336,69336,483143,552479,1.0123112723541483,RESIDENTIAL
R0017254,1112.0,,,734000,355000,0,355000,2021,1,19,Q,Y,I,681.0,454400.0,Residential,31,RE-2 SCHOOL DIST,39069,39069,433093,472162,1.0390889084507042,RESIDENTIAL
R0018960,1112.0,,,734345,472139,0,472139,2021,1,25,Q,Y,I,,599616.53,Residential,39,RE-2 SCHOOL DIST,203631,203631,406070,609701,1.0168181987911507,RESIDENTIAL
R0039431,1112.0,,,705770,220000,0,220000,2018,4,2,U,Y,I,68.0,220000.0,Residential,30,RE-2 SCHOOL DIST,18931,18931,326572,345503,1.5704681818181818,RESIDENTIAL
R0006302,1112.0,,,742517,250000,0,250000,2021,9,7,Q,Y,I,975.0,282500.0,Residential,14,RE-1 SCHOOL DIST,52645,52645,303927,356572,1.2622017699115045,RESIDENTIAL
R0022254,1112.0,,,742552,515000,0,515000,2021,9,2,Q,Y,I,,576800.0,Residential,60,RE-2 SCHOOL DIST,71005,71005,452791,523796,0.9081067961165048,RESIDENTIAL
R0003886,1112.0,,,742750,584000,0,584000,2021,9,9,Q,Y,I,,659920.0,Residential,10,RE-1 SCHOOL DIST,121566,121566,565202,686768,1.0406837192386955,RESIDENTIAL
R0020249,1112.0,,,735186,235000,0,235000,2021,2,3,Q,Y,I,,310200.0,Residential,40,RE-1 SCHOOL DIST,30225,30225,295783,326008,1.0509606705351386,RESIDENTIAL
R0021680,1112.0,,,735859,480000,0,480000,2021,3,8,U,Y,I,,480000.0,Residential,60,RE-2 SCHOOL DIST,75653,75653,494700,570353,1.1882354166666667,RESIDENTIAL
R0054246,1112.0,,,722778,599000,0,599000,2020,1,24,Q,Y,I,,880530.0,Residential,62,RE-2 SCHOOL DIST,153075,153075,693053,846128,0.9609303487672197,RESIDENTIAL
R0035768,1112.0,,,701057,785000,0,785000,2017,9,21,Q,Y,I,,942000.0,Residential,60,RE-2 SCHOOL DIST,238111,238111,837008,1075119,1.1413152866242038,RESIDENTIAL
R0009408,1112.0,,,701229,225000,0,225000,2017,9,14,Q,Y,I,,270000.0,Residential,13,RE-1 SCHOOL DIST,24970,24970,406791,431761,1.5991148148148149,RESIDENTIAL
R0017913,1112.0,,,701351,349900,0,349900,2017,10,4,Q,Y,I,918.0,416381.0,Residential,36,RE-2 SCHOOL DIST,138162,138162,465269,603431,1.449227990710431,RESIDENTIAL
R0019007,1112.0,,,701656,349500,0,349500,2017,10,12,Q,Y,I,681.0,415905.0,Residential,39,RE-2 SCHOOL DIST,191848,191848,313602,505450,1.2153015712722857,RESIDENTIAL
R0054671,1112.0,,,701697,362370,0,362370,2017,10,13,Q,Y,I,103.0,431220.3,Residential,60,RE-2 SCHOOL DIST,200603,200603,408640,609243,1.4128346926153523,RESIDENTIAL
R0018019,1112.0,,,702060,250000,0,250000,2017,10,30,Q,Y,I,681.0,297500.0,Residential,36,RE-2 SCHOOL DIST,114569,114569,345439,460008,1.5462453781512604,RESIDENTIAL
R0016938,100.0,,,751288,275000,0,275000,2022,5,19,U,Y,I,64.0,275000.0,Vacant Land,37,RE-2 SCHOOL DIST,23609,23609,0,23609,0.08585090909090909,VACANT LAND
R0032288,100.0,,,751496,32999,0,32999,2022,6,11,Q,Y,V,,32999.0,Vacant Land,40,RE-1 SCHOOL DIST,21254,21254,0,21254,0.6440801236401104,VACANT LAND
R0016351,100.0,,,751700,20000,0,20000,2022,6,17,Q,Y,V,989.0,20000.0,Vacant Land,37,RE-2 SCHOOL DIST,19798,19798,0,19798,0.9899,VACANT LAND
R0056689,100.0,,,710596,12000,0,12000,2018,9,27,Q,Y,V,987.0,30120.0,Vacant Land,14,RE-1 SCHOOL DIST,20572,20572,0,20572,0.6830013280212484,VACANT LAND
R0005418,100.0,,,710738,6500,0,6500,2018,10,4,U,Y,V,17.0,6500.0,Vacant Land,14,RE-1 SCHOOL DIST,20572,20572,0,20572,3.1649230769230767,VACANT LAND
R0011313,100.0,,,711259,2000,0,2000,2018,10,25,U,Y,V,73.0,2000.0,Vacant Land,29,RE-2 SCHOOL DIST,12420,12420,392159,404579,202.2895,VACANT LAND
R0015353,100.0,,,711320,10000,0,10000,2018,10,30,U,Y,V,918.0,10000.0,Vacant Land,30,RE-2 SCHOOL DIST,12803,12803,0,12803,1.2803,VACANT LAND
R0008361,100.0,,,751779,15000,0,15000,2022,6,21,Q,Y,V,,15000.0,Vacant Land,13,RE-1 SCHOOL DIST,17194,17194,0,17194,1.1462666666666668,VACANT LAND
R0015949,100.0,,,751815,34000,0,34000,2022,6,23,Q,Y,V,,34000.0,Vacant Land,85,RE-2 SCHOOL DIST,33610,33610,0,33610,0.9885294117647059,VACANT LAND
R0007520,100.0,,,707088,29500,0,29500,2018,5,25,U,Y,V,661.0,30090.0,Vacant Land,13,RE-1 SCHOOL DIST,30206,30206,0,30206,1.003855101362579,VACANT LAND
R0001909,100.0,,,707400,13500,0,13500,2018,6,6,U,Y,V,975.0,13500.0,Vacant Land,10,RE-1 SCHOOL DIST,15698,15698,0,15698,1.1628148148148147,VACANT LAND
R0016897,100.0,,,707517,10,0,10,2018,6,13,U,Y,V,1.0,10.0,Vacant Land,37,RE-2 SCHOOL DIST,19389,19389,0,19389,1938.9,VACANT LAND
R0009607,100.0,,,707565,1000,0,1000,2018,6,14,U,Y,V,985.0,1000.0,Vacant Land,13,RE-1 SCHOOL DIST,12997,12997,0,12997,12.997,VACANT LAND
R0009978,100.0,,,713691,4200,0,4200,2019,2,15,Q,Y,V,975.0,7686.0,Vacant Land,22,RE-2 SCHOOL DIST,9445,9445,0,9445,1.2288576632838928,VACANT LAND
R0012424,100.0,,,714116,28000,0,28000,2019,3,5,U,Y,V,,28000.0,Vacant Land,37,RE-2 SCHOOL DIST,24237,24237,0,24237,0.8656071428571429,VACANT LAND
R0007968,100.0,,,714254,100000,0,100000,2019,3,12,U,Y,V,64.0,100000.0,Vacant Land,13,RE-1 SCHOOL DIST,35445,35445,0,35445,0.35445,VACANT LAND
R0008067,100.0,,,714254,100000,0,100000,2019,3,12,U,Y,V,64.0,100000.0,Vacant Land,13,RE-1 SCHOOL DIST,79439,79439,90036,169475,1.69475,VACANT LAND
