PARCEL,ABSTRPRD,BOOK,PAGE,RECNUM,SPRICE,DEDUCT,NETPRICE,SYEAR,SMONTH,SDAY,QUALIFIED,VERIFIED,STATUS,DISQLCD,TASP,PROPFLAG,TAXAREA,SCHDIST,CURRLND,CDISLND,IMCURRP,CURRTOT,SalesRatio,USETYPE
R0016025,1112.0,,,728513,292500,0,292500,2020,8,18,Q,Y,I,81.0,415350.0,Residential,85,RE-2 SCHOOL DIST,45794,45794,283669,329463,0.7932177681473456,RESIDENTIAL
R0051160,1112.0,,,728640,460000,0,460000,2020,8,19,Q,Y,I,681.0,644000.0,Residential,62,RE-2 SCHOOL DIST,110564,110564,506537,617101,0.9582313664596274,RESIDENTIAL
R0020301,1112.0,,,714584,255000,0,255000,2019,3,20,Q,Y,I,,402900.0,Residential,40,RE-1 SCHOOL DIST,21469,21469,336773,358242,0.8891586001489203,RESIDENTIAL
R0008118,1112.0,,,714633,445000,0,445000,2019,3,28,Q,Y,I,,703100.0,Residential,13,RE-1 SCHOOL DIST,32367,32367,600949,633316,0.9007481154885507,RESIDENTIAL
R0054078,1112.0,,,714849,340000,0,340000,2019,3,26,Q,Y,I,,527000.0,Residential,60,RE-2 SCHOOL DIST,34088,34088,488591,522679,0.9918007590132827,RESIDENTIAL
R0049013,1112.0,,,714976,280000,0,280000,2019,4,12,Q,Y,I,,431200.0,Residential,29,RE-2 SCHOOL DIST,20763,20763,381851,402614,0.9337059369202226,RESIDENTIAL
R0006745,100.0,,,709756,38000,0,38000,2018,8,27,U,Y,V,81.0,39520.0,Vacant Land,13,RE-1 SCHOOL DIST,51870,51870,0,51870,1.3125,VACANT LAND
R0017257,100.0,,,745478,30000,0,30000,2021,11,29,Q,Y,V,975.0,35100.0,Vacant Land,31,RE-2 SCHOOL DIST,32663,32663,0,32663,0.9305698005698005,VACANT LAND
R0038888,100.0,,,747348,38900,0,38900,2021,6,28,Q,Y,V,,62240.0,Vacant Land,39,RE-2 SCHOOL DIST,61028,61028,0,61028,0.9805269922879177,VACANT LAND
R0054203,100.0,,,747764,99729,0,99729,2022,2,14,Q,Y,V,,116682.93,Vacant Land,14,RE-1 SCHOOL DIST,83697,83697,0,83697,0.717302865123459,VACANT LAND
R0008741,100.0,,,719360,11000,0,11000,2019,9,13,U,Y,V,17.0,11000.0,Vacant Land,13,RE-1 SCHOOL DIST,19852,19852,0,19852,1.8047272727272727,VACANT LAND
R0016955,100.0,,,719476,18900,0,18900,2019,9,20,U,Y,V,103.0,18900.0,Vacant Land,37,RE-2 SCHOOL DIST,19389,19389,0,19389,1.0258730158730158,VACANT LAND
R0005130,100.0,,,719484,22000,0,22000,2019,9,19,Q,Y,V,975.0,55220.0,Vacant Land,14,RE-1 SCHOOL DIST,39013,39013,0,39013,0.7065012676566461,VACANT LAND
R0015301,100.0,,,719713,1250,0,1250,2019,9,28,U,Y,V,69.0,1250.0,Vacant Land,30,RE-2 SCHOOL DIST,6127,6127,0,6127,4.9016,VACANT LAND
R0046750,100.0,,,720019,134000,0,134000,2019,10,9,U,Y,V,73.0,134000.0,Vacant Land,62,RE-2 SCHOOL DIST,131997,131997,842121,974118,7.269537313432836,VACANT LAND
R0009597,100.0,,,716221,2375,0,2375,2019,5,24,U,Y,V,69.0,2375.0,Vacant Land,13,RE-1 SCHOOL DIST,16101,16101,0,16101,6.779368421052632,VACANT LAND
R0009135,100.0,,,716231,7900,0,7900,2019,5,29,U,Y,V,989.0,7900.0,Vacant Land,13,RE-1 SCHOOL DIST,23658,23658,0,23658,2.9946835443037974,VACANT LAND
R0011182,100.0,,,716319,4000,0,4000,2019,5,31,Q,Y,V,989.0,7800.0,Vacant Land,29,RE-2 SCHOOL DIST,6852,6852,0,6852,0.8784615384615385,VACANT LAND
R0056748,100.0,,,717227,22900,0,22900,2019,7,1,U,Y,V,73.0,22900.0,Vacant Land,30,RE-2 SCHOOL DIST,33879,33879,428681,462560,20.199126637554585,VACANT LAND
R0014326,100.0,,,750566,183000,0,183000,2022,5,13,Q,Y,V,,186660.0,Vacant Land,30,RE-2 SCHOOL DIST,187209,187209,0,187209,1.0029411764705882,VACANT LAND
R0057350,100.0,,,750784,180000,0,180000,2022,5,20,Q,Y,V,81.0,187200.0,Vacant Land,62,RE-2 SCHOOL DIST,112800,112800,0,112800,0.6025641025641025,VACANT LAND
R0002223,100.0,,,750802,10,0,10,2022,4,27,U,N,V,1.0,10.0,Vacant Land,10,RE-1 SCHOOL DIST,5174,5174,0,5174,517.4,VACANT LAND
R0017228,100.0,,,729564,25500,0,25500,2020,9,11,Q,Y,V,975.0,39780.0,Vacant Land,31,RE-2 SCHOOL DIST,40835,40835,0,40835,1.0265208647561588,VACANT LAND
R0015727,100.0,,,729601,17000,0,17000,2020,9,14,Q,Y,V,975.0,26520.0,Vacant Land,85,RE-2 SCHOOL DIST,28280,28280,0,28280,1.0663650075414781,VACANT LAND
R0032327,100.0,,,711713,13000,0,13000,2018,11,14,Q,Y,V,975.0,25480.0,Vacant Land,40,RE-1 SCHOOL DIST,21254,21254,0,21254,0.8341444270015699,VACANT LAND
R0014636,100.0,,,699491,22000,0,22000,2017,7,14,Q,Y,V,,44000.0,Vacant Land,37,RE-2 SCHOOL DIST,54379,54379,0,54379,1.2358863636363637,VACANT LAND
R0013723,100.0,,,746624,44000,0,44000,2022,1,4,Q,Y,V,,49280.0,Vacant Land,30,RE-2 SCHOOL DIST,54672,54672,0,54672,1.1094155844155844,VACANT LAND
R0008501,100.0,,,720872,10000,0,10000,2019,11,8,Q,Y,V,103.0,22200.0,Vacant Land,13,RE-1 SCHOOL DIST,17445,17445,0,17445,0.7858108108108108,VACANT LAND
R0055706,100.0,,,721065,21000000,0,21000000,2019,11,15,U,Y,I,642.0,21000000.0,Vacant Land,60,RE-2 SCHOOL DIST,3487,3487,0,3487,0.00016604761904761905,VACANT LAND
R0005729,100.0,,,721471,21000,0,21000,2019,12,3,U,Y,V,64.0,21000.0,Vacant Land,14,RE-1 SCHOOL DIST,18262,18262,0,18262,0.8696190476190476,VACANT LAND
R0005730,100.0,,,721471,21000,0,21000,2019,12,3,U,Y,V,64.0,21000.0,Vacant Land,14,RE-1 SCHOOL DIST,18089,18089,0,18089,0.8613809523809524,VACANT LAND
R0016303,100.0,,,721503,3800,0,3800,2019,11,26,U,Y,V,17.0,3800.0,Vacant Land,37,RE-2 SCHOOL DIST,19842,19842,0,19842,5.221578947368421,VACANT LAND
R0012925,100.0,,,721587,12500,0,12500,2019,11,21,U,Y,V,18.0,12500.0,Vacant Land,37,RE-2 SCHOOL DIST,93033,93033,620350,713383,57.07064,VACANT LAND
R0015474,100.0,,,751375,40000,0,40000,2022,6,3,Q,Y,V,,40000.0,Vacant Land,30,RE-2 SCHOOL DIST,28020,28020,0,28020,0.7005,VACANT LAND
R0006015,100.0,,,710523,23500,0,23500,2018,9,26,U,Y,V,17.0,23500.0,Vacant Land,14,RE-1 SCHOOL DIST,55148,55148,566412,621560,26.44936170212766,VACANT LAND
R0001817,100.0,,,711472,2000,0,2000,2018,11,7,U,Y,V,2.0,2000.0,Vacant Land,10,RE-1 SCHOOL DIST,11506,11506,0,11506,5.753,VACANT LAND
R0009713,100.0,,,706920,17500,0,17500,2018,5,18,U,Y,V,64.0,17500.0,Vacant Land,13,RE-1 SCHOOL DIST,13526,13526,196607,210133,12.0076,VACANT LAND
R0009714,100.0,,,706920,17500,0,17500,2018,5,18,U,Y,V,64.0,17500.0,Vacant Land,13,RE-1 SCHOOL DIST,13669,13669,201999,215668,12.323885714285714,VACANT LAND
R0006116,100.0,,,713987,24000,0,24000,2019,3,1,Q,Y,V,,60240.0,Vacant Land,14,RE-1 SCHOOL DIST,53946,53946,0,53946,0.8955179282868526,VACANT LAND
R0010131,100.0,,,714538,1400,0,1400,2019,3,25,U,Y,V,985.0,1400.0,Vacant Land,22,RE-2 SCHOOL DIST,18009,18009,0,18009,12.86357142857143,VACANT LAND
R0007240,100.0,,,717790,54500,0,54500,2019,7,19,Q,Y,V,103.0,97555.0,Vacant Land,13,RE-1 SCHOOL DIST,65954,65954,0,65954,0.6760699092819435,VACANT LAND
R0004883,100.0,,,717870,18000,0,18000,2019,7,25,Q,Y,V,,45180.0,Vacant Land,14,RE-1 SCHOOL DIST,34673,34673,0,34673,0.7674413457281983,VACANT LAND
R0011325,100.0,,,718079,355000,0,355000,2019,7,29,U,Y,I,64.0,355000.0,Vacant Land,29,RE-2 SCHOOL DIST,14642,14642,0,14642,0.04124507042253521,VACANT LAND
R0011339,100.0,,,718079,355000,0,355000,2019,7,29,U,Y,I,64.0,355000.0,Vacant Land,29,RE-2 SCHOOL DIST,13943,13943,0,13943,0.03927605633802817,VACANT LAND
R0009609,100.0,,,718922,4700,0,4700,2019,8,29,U,Y,V,17.0,4700.0,Vacant Land,13,RE-1 SCHOOL DIST,9499,9499,0,9499,2.021063829787234,VACANT LAND
R0013879,100.0,,,702129,10000,0,10000,2017,11,1,Q,Y,V,,19700.0,Vacant Land,30,RE-2 SCHOOL DIST,21038,21038,0,21038,1.0679187817258884,VACANT LAND
R0047797,100.0,,,702508,850,0,850,2017,11,14,U,Y,V,989.0,850.0,Vacant Land,10,RE-1 SCHOOL DIST,1989,1989,0,1989,2.34,VACANT LAND
R0046235,100.0,,,702630,35000,0,35000,2017,11,17,U,Y,V,73.0,38850.0,Vacant Land,19,RE-2 SCHOOL DIST,68857,68857,591558,660415,16.999099099099098,VACANT LAND
